conv_id	prompt	ratings	sender	start	text	timestamp
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	I just finished up my junior year, I'm taking classes for spring right no / later in the summer I'm working at EFY1 / What are you studying? / 	2018-05-11T18:40:46Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	6dd41fff-8b63-44be-bae7-524ce4ca5796	2018-05-12T00:36:32Z	Oh that sounds fun! Have you done that for work before? / So getting close to graduating? I'm applying to the finance program but am also thinking about psychology / 	2018-05-11T18:41:55Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	that's cool! Yeah I should graduate from Neuroscience next winter / I've never done efy, so I'm excited to try it out / 	2018-05-11T18:42:53Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	6dd41fff-8b63-44be-bae7-524ce4ca5796	2018-05-12T00:36:32Z	Are you going to be a counselor? But have you attended it before? / 	2018-05-11T18:43:20Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	I'm going to be a counselor yeah, I've gone to efy though yeah / 	2018-05-11T18:43:54Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	6dd41fff-8b63-44be-bae7-524ce4ca5796	2018-05-12T00:36:32Z	Oh okay. So just haven't worked it before. It's kinda hard to get a job when I'm only in town for like three months. but I'm going to start / at walmart / 	2018-05-11T18:44:21Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	Yeah for sure. That's pretty good! I'm currently not working so that's kinda rough :/ / but I give plasma so I get some money there haha / 	2018-05-11T18:45:18Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	6dd41fff-8b63-44be-bae7-524ce4ca5796	2018-05-12T00:36:32Z	Haha yeah. So far I haven't been working while attending school. Try to save up during summer so I can focus on school during the school year. I don't really get how people / can work and do school at the same time / but I might need to try to this next year / 	2018-05-11T18:46:45Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	Yeah, I've done it quite a bit but I did have a nice job doing research for someone on campus, so it was really convenient to come up  with my own hours / plus, a lot of times I could get homework done when I was working on lab stuff / so that was pretty lucky / 	2018-05-11T18:48:48Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	6dd41fff-8b63-44be-bae7-524ce4ca5796	2018-05-12T00:36:32Z	Oh yeah that would definitely be nice I guess. You can do homework while being at work hah / 	2018-05-11T18:51:31Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	For sure. And it was really flexible about hours / I can't imagine working a more serious and time consuming job tho / 	2018-05-11T18:53:36Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	6dd41fff-8b63-44be-bae7-524ce4ca5796	2018-05-12T00:36:32Z	Ah yeah. So how many hours a week was it? And how much of that about do you think you spent doing homework? / 	2018-05-11T18:55:00Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	like I could spend up to 20 hours a week in the lab / but I usually was there for about 15 hours / and idk exactly how much time I spent on homework, usually just during long centrifuge spins / 	2018-05-11T18:57:00Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	6dd41fff-8b63-44be-bae7-524ce4ca5796	2018-05-12T00:36:32Z	ah okay. And what class did you TA for? / 	2018-05-11T19:02:40Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	oh I didn't TA for a class / it was just a paid research position for a professor in the biochem department / 	2018-05-11T19:03:32Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	6dd41fff-8b63-44be-bae7-524ce4ca5796	2018-05-12T00:36:32Z	Ohh okay my bad haha / 	2018-05-11T19:08:16Z
55bdfe74-5f9d-402a-bc75-c446e8ad7c66	What if unicorns were real?	{'upbeat': 5, 'interesting': 5, 'witty': 5}	fa8f8789-b334-4ab7-96e8-e3cfc44b467b	2018-05-12T00:36:32Z	no no you're good ha / HEy I gotta go, thanks for chatting though! / good luck with your new job! / 	2018-05-11T19:09:22Z
25b2b36a-bc0a-451b-a444-f123cafbc3e1	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	31267496-e50f-4f91-a197-c5b1bfde803b	2018-05-10T20:23:26Z	Hello! / 	2018-05-10T14:23:33Z
25b2b36a-bc0a-451b-a444-f123cafbc3e1	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-10T20:23:26Z	good morning!!!! / whats up Adam / 	2018-05-10T14:23:40Z
25b2b36a-bc0a-451b-a444-f123cafbc3e1	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	31267496-e50f-4f91-a197-c5b1bfde803b	2018-05-10T20:23:26Z	Just the norm. What about you Jaezo? / 	2018-05-10T14:23:53Z
25b2b36a-bc0a-451b-a444-f123cafbc3e1	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-10T20:23:26Z	haha same.  Just trying to chat haha / 	2018-05-10T14:24:10Z
25b2b36a-bc0a-451b-a444-f123cafbc3e1	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	31267496-e50f-4f91-a197-c5b1bfde803b	2018-05-10T20:23:26Z	I know what you mean. Any luck? / 	2018-05-10T14:24:32Z
25b2b36a-bc0a-451b-a444-f123cafbc3e1	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-10T20:23:26Z	just you so far haha. / what about you? / 	2018-05-10T14:25:19Z
25b2b36a-bc0a-451b-a444-f123cafbc3e1	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	31267496-e50f-4f91-a197-c5b1bfde803b	2018-05-10T20:23:26Z	Really? That's funny. Just the two of us trying to get more points I guess. / Well. I have to jump off. Cheers! / 	2018-05-10T14:26:22Z
25b2b36a-bc0a-451b-a444-f123cafbc3e1	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-10T20:23:26Z	see ya / 	2018-05-10T14:26:52Z
0678a456-afab-4244-bdd1-f7dde581715d			df31320a-63ed-4730-95cf-fdc04c156306	2018-04-10T18:32:48Z	Hello chat! Anyone else just doing this for potential free money? / Is this supposed to respond or something? / 	2018-04-10T18:33:41Z
787c9f0b-28a7-4695-b4d7-ab03161995e1	What's the most interesting thing you've learned recently?		5bea51a7-f103-4292-aa40-f483ea82c3c6	2018-04-14T01:09:10Z	Hello! / 	2018-04-13T19:09:22Z
7fe06aa2-0903-46cf-99bb-34ed91f61530	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	20753511-ba2c-4c73-9752-247b11866dea	2018-05-10T03:50:34Z	Being nice to people / I think / 	2018-05-09T21:51:20Z
7fe06aa2-0903-46cf-99bb-34ed91f61530	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	2a3c1027-dd87-465c-8d3d-feaa489965b7	2018-05-10T03:50:34Z	"that's nice! i'm not really sure what my ""super power"" is being honest lol / "	2018-05-09T21:52:02Z
7fe06aa2-0903-46cf-99bb-34ed91f61530	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	20753511-ba2c-4c73-9752-247b11866dea	2018-05-10T03:50:34Z	well, what do you like to do?? / 	2018-05-09T21:53:14Z
7fe06aa2-0903-46cf-99bb-34ed91f61530	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	2a3c1027-dd87-465c-8d3d-feaa489965b7	2018-05-10T03:50:34Z	i like to play the piano and ukulele! / 	2018-05-09T21:54:05Z
7fe06aa2-0903-46cf-99bb-34ed91f61530	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	20753511-ba2c-4c73-9752-247b11866dea	2018-05-10T03:50:34Z	Oh me too!!! I also play violin / 	2018-05-09T21:54:23Z
7fe06aa2-0903-46cf-99bb-34ed91f61530	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	2a3c1027-dd87-465c-8d3d-feaa489965b7	2018-05-10T03:50:34Z	ah that's so cool! the violin just sounds so pretty / how long have you been playing? / 	2018-05-09T21:54:53Z
7fe06aa2-0903-46cf-99bb-34ed91f61530	What's your secret superpower? (i.e. What are you really really good at.)	{'witty': 5, 'upbeat': 5, 'interesting': 5}	20753511-ba2c-4c73-9752-247b11866dea	2018-05-10T03:50:34Z	It's absolutely beautiful.  I've been playing for like 11 years.  but honestly I still am not that great.  I have a lot to learn / I need to go, I'm sorry but thanks for chatting / 	2018-05-09T21:56:43Z
db7dcc4e-15fb-4ff0-89df-c6d4d16880cd	What charitable or philanthropic cause are you most passionate about?	{'witty': 5, 'upbeat': 5, 'interesting': 5}	20753511-ba2c-4c73-9752-247b11866dea	2018-05-10T20:59:51Z	Hi!!!! / Anyone here? / Okay bye :( / 	2018-05-10T15:04:55Z
ffe085b0-1471-4824-8554-9cdb2a5ab789	Is there something that you don't know that you're embarrassed about not knowing?	{'interesting': 5, 'witty': 5, 'upbeat': 5}	0f9fe1f8-9afe-4bc0-b283-4841cf9954d8	2018-10-09T06:25:28Z	Hello? / 	2018-10-09T00:25:33Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	Hello? / 	2018-05-08T15:03:01Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	Hello! / 	2018-05-08T15:03:09Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	How's it going? / 	2018-05-08T15:03:35Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	Super good! How about yourself? / 	2018-05-08T15:04:07Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	Stressful / Haha, but I'm glad that one of us is having a good day / 	2018-05-08T15:05:05Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	Oh no!? Why so stressed? Spring term got you down? / 	2018-05-08T15:05:29Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	I'm still in high school. It's the IB testing / It's melting my brain / 	2018-05-08T15:07:48Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	Wow that has got to be tough. Brain meltingly tough haha But you can do it! / 	2018-05-08T15:08:36Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	Mrgh. Thanks. Only 5 more hours of total testing, and then I'm freeeee / 	2018-05-08T15:09:23Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	See!? There you go! Then it will be only 4 more hours, then 3, 2, 1 FREEDOM! / What will you do when testing is done?? / Any fun plans you've been waiting to do? / 	2018-05-08T15:11:07Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	Sleep. / Read / 	2018-05-08T15:11:18Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	Amen / Amen / 	2018-05-08T15:11:22Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	Haha, you know your life is sad when those are your life goals / 	2018-05-08T15:11:48Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	Nah, not sad, just stressful (: I feel you. Just yesterday I spent the entire day studying and doing homework / and the only thing that kept me going was the fact that I knew I would be able to sleep when I was done / 	2018-05-08T15:14:22Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	Nice. My only problem is I fall asleep at the beginning of the test, which is bad, b/c I'm in a extremely quiet room set to writing a million essays / 	2018-05-08T15:15:48Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	Hmm, could you bring a snack to keep you awake while you are testing?? / 	2018-05-08T15:17:23Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	Sigh. No. IB testing environments are pretty tight / 	2018-05-08T15:18:12Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	What about water? I put lemon in my water and it usually helps me stay awake or at least keep me refreshed during testing. / 	2018-05-08T15:19:08Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	I bring water. But it doesn't seem to keep me awake. I should bring gum or something. Or a Jolly Ranchers. / 	2018-05-08T15:22:49Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	oooh Jolly ranchers! Those things last forever. / and taste delicious (: / If you were a jolly rancher which flavor would you be? / 	2018-05-08T15:27:24Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	5e5f6bde-85ca-492e-8c7c-dfd1dbf39580	2018-05-08T21:02:54Z	Oh, sour apple all the way / You? / 	2018-05-08T15:29:08Z
252f16b9-2fb3-4378-814d-64d66691163a	If money were no object, how would you spend your time?	{'witty': 4, 'upbeat': 6, 'interesting': 9}	4d9537ad-4357-4747-ba5d-7c23cc812c54	2018-05-08T21:02:54Z	hmmm , I would probably be more of a blue raspberry or a grape / the ones who always turn your tongue a different color / 	2018-05-08T15:32:37Z
